state_id,rank,L,C,C_envelope,violation
302,2,0.6953838768842078,0.45091676518731877,0.46024465304194107,-0.009327887854622297
303,2,0.34938647345072654,0.4628551755529602,0.47677622174390294,-0.013921046190942754
304,2,0.5864815844484386,0.3728009363481197,0.49246414646275277,-0.11966321011463305
305,2,0.49123132563005256,0.48731965858595816,0.4999231044368662,-0.012603445850908057
306,2,0.33542022809436145,0.43562317359594216,0.4721371608754049,-0.036513987279462756
307,2,0.46273997328559746,0.48886975067026595,0.4986097576354097,-0.009740006965143766
308,2,0.48138554177135,0.45450448118213144,0.49965338180067775,-0.04514890061854632
309,2,0.63316888614241,0.38698673505949427,0.48193987982277403,-0.09495314476327976
310,2,0.47231344147827115,0.4815420231451668,0.4992328659826223,-0.017690842837455478
311,2,0.356598731373709,0.4592059207613386,0.4789948602609117,-0.01978893949957311
312,2,0.5471050738609896,0.49729691662685793,0.4977761665814774,-0.00047924995461945397
313,2,0.40476788649057904,0.48229015028628663,0.49084706839964803,-0.0085569181133614
314,2,0.6099702362595505,0.4809521562147492,0.48775664745548947,-0.006804491240740285
315,2,0.3659246325227415,0.45748644249789533,0.4816884842258927,-0.024202041727997392
316,2,0.33193013320949427,0.4377020117818432,0.47090606268875074,-0.033204050906907534
317,2,0.20693675008083873,0.40318757944166794,0.40510977715530294,-0.0019221977136349988
318,2,0.4589739060365149,0.47415736176190537,0.4983140170756782,-0.024156655313772812
319,2,0.30216028218003527,0.42959069054645727,0.45919434453498736,-0.0296036539885301
320,2,0.40467167341174204,0.44520004798308704,0.4908283917520282,-0.04562834376894115
321,2,0.5859264902193516,0.4693677482383059,0.4925613040816175,-0.02319355584331162
322,2,0.5235623783928822,0.48944209949750117,0.4994445057506095,-0.010002406253108331
323,2,0.48202043553435403,0.48949411790611597,0.49967663069391755,-0.010182512787801579
324,2,0.4637994768378724,0.4780866409403466,0.4986878002546165,-0.020601159314269923
325,2,0.5574303151351587,0.49170384252654487,0.49669080815279476,-0.004986965626249895
326,2,0.5301971182900584,0.4874490714344195,0.49908730102756194,-0.011638229593142424
327,2,0.48037830663417813,0.49660078895596405,0.49961484080184976,-0.0030140518458857124
328,2,0.3030766668103604,0.41200905892971085,0.4595880773534951,-0.04757901842378426
329,2,0.5430313015914678,0.4978772419424041,0.498144865559552,-0.00026762361714788296
330,2,0.45971091430828914,0.4866255708532019,0.4983741461734607,-0.011748575320258803
331,2,0.23687480235400987,0.4188493639938997,0.42516482728908633,-0.0063154632951866185
332,2,0.6034534196656016,0.44905845277061796,0.4891803245833717,-0.04012187181275373
333,2,0.2712391249355447,0.4265372528049821,0.44459921506874556,-0.018061962263763442
